gene	scaffold	start	end	exonLen	CDSlen	nonCDSLen	eExp	kExp	eRPK	kRPK	eTPM	kTPM	eSyn#	eSyns	eMis#	eMiss	kSyn#	kSyns	kMis#	kMiss	eSynFix	eMisFix	kSynFix	kMisFix	epN/pS	kpN/pS
WBP11	NW_008794445.1	5510163	5520785	2674	1942	8680	4769	3900	2455.7157569516	2008.23892893924	47.4596796094964	42.1779456933836	3	10	0	0	5	7	4	33	0	0	0	0	0	0.8
WBP1L	NW_008795129.1	12500848	12546012	4620	1358	43806	1679	1144	1236.37702503682	842.415316642121	23.8944826243367	17.6927889229663	6	31	0	0	5	14	1	1	0	0	0	0	0	0.2
WBP2	NW_008795314.1	753869	760321	2344	695	5757	12342	10552	17758.273381295	15182.7338129496	343.200129212153	318.874668253712	4	32	2	5	4	7	0	0	0	0	0	0	0.5	0
WBP2NL	NW_008794445.1	3907319	3918129	2378	865	9945	9453	9737	10928.323699422	11256.6473988439	211.203084060211	236.417219005305	1	2	1	1	1	1	1	1	0	0	0	0	1	1
WBP4	NW_008795018.1	1280054	1306386	2090	1292	25040	2392	2165	1851.39318885449	1675.69659442724	35.7804144577836	35.193740615153	3	12	2	2	3	6	2	2	0	0	0	0	0.666666666666667	0.666666666666667
WBSCR17	NW_008795034.1	1457810	1674709	2158	1786	215113	24566	11916	13754.7592385218	6671.89249720045	265.827372210356	140.126115156853	5	33	0	0	7	40	0	0	0	0	0	0	0	0
WBSCR22	NW_008795034.1	62611	67641	1088	725	4305	1818	2054	2507.58620689655	2833.10344827586	48.4621388430699	59.5021248035634	2	7	4	17	0	0	1	1	0	0	0	0	2	
WDCP	NW_008794723.1	1147963	1164025	2205	2205	13857	7	7	3.17460317460317	3.17460317460317	0.0613530491578495	0.0666744570912095	13	114	3	16	7	68	5	55	0	0	0	0	0.230769230769231	0.714285714285714
WDFY1	NW_008796078.1	233937	255116	3936	1024	20155	7780	5738	7597.65625	5603.515625	146.833903878068	117.68757906118	5	30	1	1	2	5	0	0	0	0	0	0	0.2	0
WDFY2	NW_008794446.1	403982	474151	2289	1191	68978	2739	2254	2299.74811083123	1892.52728799328	44.4454160517676	39.7477172790342	2	6	2	2	2	3	1	1	0	0	0	0	1	0.5
WDFY3	NW_008795365.1	1474353	1659880	12063	10519	175008	12809	8330	1217.70130240517	791.900370757677	23.5335516778032	16.6318510965376	27	146	2	3	17	95	3	4	0	0	2	1	0.0740740740740741	0.176470588235294
WDFY4	NW_008795129.1	6270637	6413867	9891	9530	133700	383	545	40.1888772298006	57.1878279118573	0.776698700487802	1.20108472414831	31	193	25	91	21	189	17	68	1	1	0	1	0.806451612903226	0.80952380952381
WDHD1	NW_008794444.1	1722538	1751770	3417	3356	25876	424	329	126.340882002384	98.0333730631704	2.44169047840357	2.05894140662917	11	43	20	164	18	87	10	14	0	0	0	0	1.81818181818182	0.555555555555556
WDPCP	NW_008795675.1	712381	822473	2173	2119	107973	305	260	143.935818782445	122.699386503067	2.78173393008041	2.5769882188627	3	17	2	43	6	19	1	1	0	1	0	0	0.666666666666667	0.166666666666667
WDR1	NW_008795869.1	392338	418755	3134	1851	24566	13412	10467	7245.81307401405	5654.7811993517	140.03410860135	118.764281927451	4	44	4	20	5	5	5	8	0	0	0	0	1	1
WDR11	NW_008795129.1	21687323	21735572	5503	3301	44948	5139	3723	1556.80096940321	1127.84004847016	30.0870632175066	23.6874087190035	3	29	0	0	7	65	1	1	0	0	0	1	0	0.142857142857143
WDR12	NW_008795918.1	916011	925109	1604	1072	8026	2613	2448	2437.5	2283.58208955224	47.1076380565113	47.9608277538932	4	53	1	2	3	47	1	1	0	0	0	0	0.25	0.333333333333333
WDR17	NW_008794543.1	6050291	6098795	3915	3915	44589	731	764	186.717752234994	195.14687100894	3.60854658092777	4.09856317843435	5	78	5	16	7	20	5	12	0	0	0	0	1	0.714285714285714
WDR18	NW_008795320.1	1841219	1889681	2726	2282	46180	1050	805	460.122699386503	352.760736196319	8.8924281371423	7.40884112923026	13	42	0	0	6	15	1	1	0	0	0	0	0	0.166666666666667
WDR20	NW_008795405.1	16263328	16312317	2683	1846	47143	948	832	513.542795232936	450.704225352113	9.92483615358452	9.46589475323087	5	10	0	0	3	40	1	1	0	0	0	0	0	0.333333333333333
WDR24	NW_008794125.1	1507405	1517103	3215	2722	6976	4515	2827	1658.70683321087	1038.57457751653	32.056517391081	21.8126147729638	20	88	3	4	12	77	3	7	0	0	0	0	0.15	0.25
WDR25	NW_008795405.1	15189121	15265269	1914	1521	74627	260	150	170.940170940171	98.6193293885602	3.30362572388421	2.07124792738965	4	7	5	23	4	29	5	6	0	0	0	0	1.25	1.25
WDR26	NW_008794715.1	279679	311109	6646	1571	29859	7615	4856	4847.23106301719	3091.02482495226	93.6786077919558	64.91910664863	1	4	0	0	2	2	0	0	0	0	0	1	0	0
WDR27	NW_008795520.1	1059579	1238735	2794	2794	176362	3	1	1.07372942018611	0.357909806728704	0.020751120778156	0.00751698424614567	7	67	21	98	3	36	9	42	0	0	0	0	3	3
WDR3	NW_008796114.1	745394	767634	3326	2683	19557	3118	1969	1162.13194185613	733.879985091316	22.459606519331	15.4132806164616	10	50	14	30	2	3	5	6	0	0	2	0	1.4	2.5
WDR31	NW_008795773.1	598112	604994	1014	1014	5868	541	713	533.530571992111	703.155818540434	10.311124134354	14.7679977222882	12	146	4	12	5	56	7	14	0	0	0	1	0.333333333333333	1.4
WDR33	NW_008795907.1	3294377	3350070	6089	3990	51703	3310	3159	829.573934837093	791.729323308271	16.0325204773012	16.6282586803524	3	3	4	50	2	2	1	2	0	0	0	0	1.33333333333333	0.5
WDR34	NW_008796111.1	1173058	1196800	1694	1521	22221	894	798	587.771203155819	524.65483234714	11.359389989048	11.0190389737129	14	40	9	23	9	45	7	13	0	0	0	0	0.642857142857143	0.777777777777778
WDR35	NW_008794014.1	189040	239405	4195	3596	46769	1844	1468	512.791991101224	408.231368186874	9.91032595490224	8.57386052506038	10	27	7	29	5	8	9	19	0	0	2	0	0.7	1.8
WDR37	NW_008795194.1	9671836	9715370	3344	1475	42059	2129	1567	1443.38983050847	1062.37288135593	27.8952556759149	22.3124375542417	7	34	1	7	0	0	0	0	0	0	0	0	0.142857142857143	
WDR4	NW_008795695.1	12573438	12595138	1493	1156	20544	1954	1968	1690.31141868512	1702.42214532872	32.6673142622387	35.7550427681511	5	43	7	26	3	7	4	39	1	0	0	0	1.4	1.33333333333333
WDR43	NW_008796042.1	2080450	2100875	2800	1764	18661	3287	2997	1863.37868480726	1698.97959183673	36.0120486753306	35.6827406968491	5	71	2	2	3	7	0	0	0	0	0	0	0.4	0
WDR44	NW_008796175.1	1682783	1702345	3636	2595	16967	5348	3843	2060.88631984586	1480.92485549133	39.8291228024264	31.1030561308201	6	36	3	15	4	54	1	44	0	0	0	0	0.5	0.25
WDR45B	NW_008795314.1	2655678	2667984	2444	942	11364	3538	2984	3755.83864118896	3167.72823779193	72.5861281262723	66.5300665471904	3	10	0	0	5	9	0	0	0	0	0	0	0	0
WDR47	NW_008795702.1	1901798	1923852	4044	2769	19285	7139	3765	2578.18707114482	1359.69664138678	49.8265860059352	28.5569661425595	11	47	1	1	7	25	4	18	0	0	0	0	0.0909090909090909	0.571428571428571
WDR48	NW_008795026.1	60614	79134	2372	1807	16713	3053	2139	1689.54067515219	1183.72993912562	32.6524187104915	24.8612335756506	1	3	0	0	1	5	0	0	0	0	0	0	0	0
WDR5	NW_008795382.1	3428944	3443469	2145	992	13533	4346	2748	4381.04838709678	2770.16129032258	84.6690632727867	58.1801850275129	1	2	0	0	2	24	0	0	0	0	0	0	0	0
WDR53	NW_008795924.1	2186421	2192167	2101	1063	4683	1721	1382	1619.00282220132	1300.09407337723	31.2891893172226	27.3051659506268	2	7	0	0	1	1	1	1	2	0	1	1	0	1
WDR59	NW_008794457.1	2380048	2425773	4288	2834	42891	1242	931	438.249823570925	328.510938602682	8.46970833522423	6.8995358711551	3	26	1	1	11	24	1	2	0	0	1	0	0.333333333333333	0.0909090909090909
WDR60	NW_008795194.1	10671569	10709605	3400	3077	34959	351	358	114.072148196295	116.347091322717	2.20458234648607	2.44357443164631	6	85	10	66	5	18	10	70	1	0	1	2	1.66666666666667	2
WDR61	NW_008794743.1	1900700	1910079	1222	908	8471	2156	1961	2374.44933920705	2159.69162995595	45.8891077148259	45.3588240771988	2	2	0	0	0	0	0	0	0	0	1	0	0	
WDR63	NW_008794085.1	2314005	2340399	2822	2822	23572	253	209	89.652728561304	74.0609496810773	1.73264750270546	1.55546168766824	12	60	18	187	3	47	16	76	0	1	0	2	1.5	5.33333333333333
WDR64	NW_008794117.1	2331770	2419640	3151	3151	84719	52	33	16.5026975563313	10.4728657569026	0.318934606539376	0.219955881137138	9	59	19	102	10	31	8	61	0	0	1	1	2.11111111111111	0.8
WDR66	NW_008795859.1	1731467	1751156	3235	3216	16473	46	54	14.3034825870647	16.7910447761194	0.276432115142176	0.352653145249215	27	147	29	173	9	33	12	76	0	0	1	0	1.07407407407407	1.33333333333333
WDR7	NW_008794883.1	1424210	1559180	4918	4437	130533	6278	3842	1414.9199909849	865.900383141762	27.345041564816	18.1860329514299	18	148	0	0	16	110	4	4	1	0	1	0	0	0.25
WDR72	NW_008795035.1	396920	512836	3209	3209	112707	255	327	79.4640074789654	101.90090370832	1.53573813449806	2.1401690410346	5	37	3	24	6	103	2	2	0	0	0	0	0.6	0.333333333333333
WDR73	NW_008794121.1	196944	204455	1294	1136	6375	1625	979	1430.45774647887	861.795774647887	27.6453274979527	18.0998261004161	5	29	9	14	2	2	1	4	0	0	0	0	1.8	0.5
WDR75	NW_008794493.1	113965	132744	2556	2401	16378	2630	1559	1095.37692628072	649.312786339026	21.1694850374096	13.6371619161335	8	131	3	22	6	28	4	49	0	0	0	0	0.375	0.666666666666667
WDR76	NW_008795371.1	3604628	3614316	1439	1348	8340	416	326	308.605341246291	241.839762611276	5.96417178163546	5.07922848567975	0	0	1	23	4	6	2	3	0	1	0	0		0.5
WDR77	NW_008794598.1	1471014	1473956	828	596	2346	1676	1201	2812.08053691275	2015.10067114094	54.3468603563676	42.322059118223	3	12	0	0	1	1	1	1	0	0	0	0	0	1
WDR78	NW_008795244.1	718413	736828	2294	2294	16121	295	353	128.596338273758	153.879686137751	2.48527990104323	3.23185102713908	4	45	7	106	3	6	11	86	1	2	1	0	1.75	3.66666666666667
WDR81	NW_008794371.1	805009	820948	7006	5536	10403	6171	4986	1114.70375722543	900.650289017341	21.5429994402498	18.9158662505207	30	197	14	80	17	43	10	22	0	0	0	0	0.466666666666667	0.588235294117647
WDR82	NW_008794881.1	1308838	1329169	4502	825	19506	6109	4357	7404.84848484849	5281.21212121212	143.107660425661	110.91841455408	0	0	0	0	2	4	1	1	0	0	0	0		0.5
WDR86	NW_008796181.1	1205598	1228168	1546	1194	21376	402	219	336.683417085427	183.417085427136	6.50681458530861	3.85220889651348	5	13	1	1	2	39	1	1	0	0	0	1	0.2	0.5
WDR88	NW_008795690.1	7711	35284	1374	1374	26199	1	1	0.727802037845706	0.727802037845706	0.0140656553746162	0.0152856288091201	3	33	5	34	2	3	4	9	0	0	0	0	1.66666666666667	2
WDR89	NW_008794627.1	1044649	1062213	1719	1169	16395	1044	849	893.071000855432	726.261762189906	17.259678140334	15.2532792405369	5	27	5	10	6	57	11	30	0	0	0	0	1	1.83333333333333
WDR90	NW_008794125.1	1534926	1581024	8942	7147	38951	4779	3698	668.672170141318	517.419896460053	12.9228991054274	10.8670875656691	47	204	29	135	14	70	13	48	0	0	1	2	0.617021276595745	0.928571428571429
WDR91	NW_008794175.1	1453	19183	2844	2133	15597	1326	1181	621.659634317862	553.680262541022	12.0143249426827	11.6286442357179	3	5	1	1	3	11	0	0	2	0	0	1	0.333333333333333	0
WDR92	NW_008794078.1	170762	178554	1813	1113	6679	2106	1466	1892.1832884097	1317.16082659479	36.5687325074805	27.6636096497301	2	4	0	0	2	22	1	2	0	0	0	0	0	0.5
WDR93	NW_008795035.1	5890595	5902517	2184	2013	9909	341	271	169.398907103825	134.624937903626	3.27383893457049	2.82745406338356	2	6	10	93	7	59	10	51	0	0	0	0	5	1.42857142857143
WDSUB1	NW_008794603.1	2892751	2922704	2137	1574	28379	782	626	496.823379923761	397.712833545108	9.60171321413791	8.3529454852704	2	18	4	20	3	6	1	2	1	1	0	1	2	0.333333333333333
WDTC1	NW_008795030.1	818314	838594	5061	2061	18219	8852	7546	4295.00242600679	3661.32945172247	83.0061209174015	76.8969033290801	5	58	1	2	2	10	1	1	0	0	0	0	0.2	0.5
WDYHV1	NW_008795125.1	5681309	5696794	756	582	14903	471	449	809.278350515464	771.477663230241	15.640283742791	16.2029241214695	2	3	1	2	3	3	1	2	0	0	0	0	0.5	0.333333333333333
WEE1	NW_008796218.1	6648499	6661555	2660	1414	11642	1452	1258	1026.87411598303	889.67468175389	19.8455853068014	18.6853515640266	6	36	0	0	1	3	0	0	0	0	1	0	0	0
WEE2	NW_008796213.1	3513654	3537324	2107	1983	21687	2908	3218	1466.46495209279	1622.79374684821	28.3412103326139	34.0826509932659	15	116	3	11	14	110	4	52	0	0	0	0	0.2	0.285714285714286
WFDC1	NW_008795126.1	2235605	2251759	3857	663	15491	1669	2731	2517.34539969834	4119.15535444947	48.6507470573183	86.5123707836642	2	64	0	0	3	38	1	1	0	0	0	0	0	0.333333333333333
WFIKKN1	NW_008794125.1	950858	953412	1542	1542	1012	2	1	1.2970168612192	0.648508430609598	0.0250664208621564	0.0136202684719397	14	97	3	4	11	21	2	10	0	0	0	0	0.214285714285714	0.181818181818182
WFIKKN2	NW_008795318.1	1175334	1179758	2215	1711	2713	177	176	103.448275862069	102.863822326125	1.99926315359199	2.16039269499512	9	29	2	4	6	57	2	3	0	0	0	0	0.222222222222222	0.333333333333333
WFS1	NW_008794710.1	973062	1008705	3565	2621	33022	4644	10047	1771.84280808852	3833.26974437238	34.2430070549606	80.5080714134092	4	63	7	24	5	9	3	18	3	0	1	0	1.75	0.6
WHAMM	NW_008795035.1	3787617	3801193	2813	1778	11798	1225	1665	688.976377952756	936.44544431946	13.3153024993167	19.667652352594	6	55	3	7	3	10	5	7	0	0	0	0	0.5	1.66666666666667
WHRN	NW_008795575.1	770156	812035	2264	2264	39615	1060	974	468.197879858657	430.212014134276	9.04849077464927	9.03550803010336	8	31	8	39	7	38	2	2	0	0	1	0	1	0.285714285714286
WIF1	NW_008795442.1	2865891	2930952	1736	1027	64034	516	574	502.434274586173	558.909444985394	9.7101505453913	11.7384698993784	3	17	3	40	2	3	2	38	0	0	0	0	1	1
WIPF1	NW_008795194.1	2436892	2473604	5770	889	35823	1448	1248	1628.79640044994	1403.82452193476	31.4784620718541	29.4837599231679	0	0	1	3	5	7	2	3	1	0	1	0		0.4
WIPF2	NW_008793941.1	16269	25784	1170	794	8721	1603	1242	2018.89168765743	1564.23173803526	39.0175257015243	32.8527050979772	3	3	2	2	0	0	0	0	0	0	0	0	0.666666666666667	
WIPF3	NW_008796217.1	447519	464387	2605	1264	15604	1418	1772	1121.83544303797	1401.89873417722	21.6808279013739	29.4433136544077	8	91	3	13	6	45	5	41	0	0	0	0	0.375	0.833333333333333
WIPI1	NW_008795715.1	655768	676807	3991	1087	19952	4930	5761	4535.41858325667	5299.90800367985	87.6524541763408	111.311073965294	4	12	3	6	4	18	0	0	0	0	0	0	0.75	0
WIPI2	NW_008796063.1	8227856	8243852	3401	924	15072	5891	5169	6375.54112554113	5594.15584415584	123.215049746213	117.491000694703	4	12	0	0	3	37	0	0	0	0	0	0	0	0
WISP1	NW_008794742.1	1398780	1434357	1318	1166	34411	262	140	224.699828473413	120.068610634648	4.34259618095825	2.52173546974472	3	4	1	6	6	56	2	14	0	0	0	0	0.333333333333333	0.333333333333333
WISP2	NW_008795560.1	344363	349406	832	736	4307	115	81	156.25	110.054347826087	3.01972038823791	2.31141137592692	4	39	3	6	3	7	5	8	0	0	0	0	0.75	1.66666666666667
WISP3	NW_008796222.1	7074434	7082025	1128	1128	6463	57	24	50.531914893617	21.2765957446809	0.976590423430131	0.446860723058107	2	2	2	12	2	3	3	4	0	0	1	0	1	1.5
WIZ	NW_008794708.1	146334	204088	5835	5756	51998	2767	2873	480.715774843641	499.131341209173	9.29041424795473	10.4829830255836	12	20	9	53	15	49	1	3	0	1	0	0	0.75	0.0666666666666667
WLS	NW_008795244.1	966650	1008294	5000	1614	40030	19567	18244	12123.2961586121	11303.5935563817	234.297373329967	237.403203518704	2	11	0	0	4	12	0	0	0	0	1	0	0	0
WNK1	NW_008795252.1	942329	1052062	10596	7771	101962	30036	27253	3865.13962167031	3507.01325440741	74.6985018812415	73.6558844960264	17	183	11	15	13	110	6	77	0	1	1	1	0.647058823529412	0.461538461538462
WNK2	NW_008795673.1	442900	567368	10115	6889	117579	5023	3938	729.133401074176	571.635941355785	14.0913855806012	12.0057575537716	37	185	15	53	23	77	21	88	0	0	2	1	0.405405405405405	0.91304347826087
WNK4	NW_008794172.1	1013074	1031773	4083	3384	15315	2265	2428	669.326241134752	717.494089834515	12.9355398191184	15.0691366053484	20	103	7	16	10	78	8	34	0	0	0	0	0.35	0.8
WNT1	NW_008795916.1	117780	125070	574	574	6716	3	10	5.22648083623693	17.4216027874564	0.101008068735484	0.365896410866394	1	1	1	5	0	0	0	0	0	0	0	0	1	
WNT10A	NW_008794888.1	4346821	4370072	1118	1118	22133	1102	731	985.688729874776	653.846153846154	19.0496278659788	13.7323737585933	3	33	0	0	2	4	0	0	0	0	0	0	0	0
WNT11	NW_008796046.1	1554333	1578251	1848	1060	22858	435	487	410.377358490566	459.433962264151	7.93103920835314	9.64924065101604	2	11	0	0	3	4	0	0	0	0	0	0	0	0
WNT16	NW_008796110.1	4669396	4678611	833	833	8382	62	70	74.4297719087635	84.0336134453782	1.43844543823866	1.76491209947319	3	23	0	0	4	8	1	5	0	0	1	0	0	0.25
WNT2	NW_008796110.1	6600146	6619169	1000	955	18068	24	19	25.130890052356	19.8952879581152	0.485684870820254	0.417849869833392	2	8	2	6	3	3	1	1	0	0	0	0	1	0.333333333333333
WNT2B	NW_008794598.1	946343	951642	1805	896	4403	426	622	475.446428571429	694.196428571429	9.18857775278106	14.5798285467418	4	17	0	0	5	26	0	0	0	0	0	0	0	0
WNT3	NW_008796188.1	126305	177408	1065	1064	50039	54	16	50.7518796992481	15.0375939849624	0.980841509562989	0.315826375695203	9	56	0	0	6	45	0	0	0	0	0	0	0	0
WNT3A	NW_008795026.1	3526970	3616288	1060	1060	88258	26	31	24.5283018867925	29.2452830188679	0.474039125096969	0.614222710844963	3	8	0	0	3	50	0	0	0	0	0	0	0	0
WNT4	NW_008794413.1	117939	121852	1139	887	3026	7268	2258	8193.91206313416	2545.6595264938	158.357269225438	53.4650970634325	7	94	0	0	2	3	0	0	0	0	0	0	0	0
WNT5A	NW_008795909.1	13333065	13341910	1297	1094	7751	370	272	338.208409506399	248.628884826325	6.53628690982391	5.22181671259125	4	11	0	0	2	2	0	0	0	0	0	0	0	0
WNT5B	NW_008795252.1	1471035	1487034	1105	986	15013	637	559	646.04462474645	566.937119675456	12.4855944003735	11.9070707676528	6	30	0	0	4	11	1	1	0	0	0	0	0	0.25
WNT6	NW_008794888.1	4377244	4391889	1296	1058	13587	105	221	99.2438563327032	208.884688090737	1.91800765680139	4.38709104953171	1	1	0	0	0	0	0	0	0	0	0	0	0	
WNT7B	NW_008795561.1	275669	371205	1766	1128	94408	134	121	118.794326241135	107.269503546099	2.29584415332698	2.25292281208462	1	3	0	0	1	1	0	0	0	0	0	0	0	0
WNT8A	NW_008796044.1	14492230	14495840	1166	1074	2536	0	0	0	0	0	0	7	23	1	1	4	16	2	36	0	0	0	0	0.142857142857143	0.5
WNT8B	NW_008795129.1	5050031	5061138	1021	985	10122	0	2	0	2.03045685279188	0	0.0426445766167127	9	45	1	2	2	4	1	9	0	0	1	0	0.111111111111111	0.5
WNT9A	NW_008795026.1	3694863	3713216	1430	948	17405	190	122	200.42194092827	128.691983122363	3.87339661613639	2.70284745360251	9	28	0	0	3	9	0	0	0	0	0	0	0	0
WNT9B	NW_008796188.1	83465	91470	1000	816	7189	13	4	15.9313725490196	4.90196078431373	0.307893059192885	0.102953205802603	4	7	1	1	5	57	0	0	0	0	0	0	0.25	0
WRAP73	NW_008794753.1	1161281	1177737	2241	901	15555	364	317	403.995560488346	351.831298557159	7.80770323689126	7.38932065798305	4	49	2	4	2	75	1	2	0	0	0	0	0.5	0.5
WRB	NW_008795695.1	10740575	10747054	2161	377	6102	6875	6092	18236.074270557	16159.151193634	352.434209767819	339.381829360449	1	2	0	0	1	2	0	0	0	0	0	0	0	0
WRN	NW_008795247.1	64041	111151	4811	4449	42661	2753	1834	618.790739492021	412.227466846482	11.9588800774199	8.65778840327324	20	153	40	258	36	183	16	37	0	0	0	0	2	0.444444444444444
WRNIP1	NW_008795259.1	4665798	4683569	2863	1280	16491	885	698	691.40625	545.3125	13.3622627179527	11.4529006880033	4	30	2	7	5	40	5	5	0	0	0	1	0.5	1
WSB1	NW_008795131.1	5139882	5148890	2198	1221	7787	6545	8562	5360.36036036036	7012.28501228501	103.595452598288	147.275193291323	1	11	1	2	1	6	1	1	0	0	0	0	1	1
WSB2	NW_008795033.1	7382	15428	1576	1033	7013	3538	3582	3424.97579864472	3467.5701839303	66.1918031896888	72.8274832233538	7	50	0	0	0	0	1	2	0	0	0	0	0	
WSCD1	NW_008795131.1	6047152	6080353	2520	1726	31475	2414	1588	1398.60950173812	920.046349942063	27.029821616524	19.3232311275578	8	52	1	1	8	99	7	22	0	0	0	1	0.125	0.875
WSCD2	NW_008795859.1	715335	732837	1830	1684	15818	4496	3630	2669.83372921615	2155.58194774347	51.5977686100432	45.2725106656434	14	66	4	7	4	6	2	11	0	0	0	0	0.285714285714286	0.5
WTAP	NW_008794009.1	75263	100670	1828	1184	24223	4383	3789	3701.85810810811	3200.16891891892	71.5428889818743	67.2114004597608	1	7	1	1	3	4	0	0	0	0	0	0	1	0
WTIP	NW_008795690.1	1218406	1301441	1121	1039	81996	603	299	580.365736284889	287.776708373436	11.2162703775628	6.04401707520267	2	5	1	1	1	1	0	0	0	0	1	1	0.5	0
WWC1	NW_008796044.1	2399120	2461015	3939	3060	58835	8034	6538	2625.49019607843	2136.60130718954	50.7407761549874	44.8738706358279	8	61	3	23	7	56	7	67	0	0	0	0	0.375	1
WWC2	NW_008795127.1	1144186	1250554	4103	3604	102764	1035	838	287.180910099889	232.519422863485	5.55011871578465	4.88347847901403	6	17	8	49	8	41	11	82	0	2	1	1	1.33333333333333	1.375
WWC3	NW_008796187.1	2351352	2420075	5831	3257	65466	3917	3177	1202.64046668714	975.437519189438	23.2424827966406	20.4865816107809	5	22	7	19	7	87	1	1	0	0	1	0	1.4	0.142857142857143
WWOX	NW_008795126.1	4956136	5503231	2150	900	546195	1134	812	1260	902.222222222222	24.3510252107505	18.9488807053218	2	11	2	5	2	4	5	8	0	0	0	0	1	2.5
WWP1	NW_008795028.1	1387685	1431112	4641	2752	40675	4001	5181	1453.85174418605	1882.63081395349	28.0974448217206	39.5398670384122	5	74	1	34	3	4	4	4	1	0	1	0	0.2	1.33333333333333
WWP2	NW_008794418.1	1181207	1225437	3706	2607	41623	2517	2130	965.477560414269	817.031070195627	18.6590225508426	17.1596574550622	6	76	5	25	10	19	5	41	0	0	0	0	0.833333333333333	0.5
WWTR1	NW_008795907.1	466488	540817	4616	1049	73280	4356	4273	4152.52621544328	4073.40324118208	80.2525956829853	85.5514641301073	2	5	3	9	1	2	1	5	1	0	1	0	1.5	1
XAF1	NW_008795131.1	6291030	6299379	1020	844	7505	415	351	491.706161137441	415.876777251185	9.50281676677711	8.73443287712036	1	6	1	1	0	0	3	4	0	0	0	0	1	
XBP1	NW_008795689.1	112416	119996	1111	949	6631	7662	8587	8073.76185458377	9048.47207586934	156.03522100521	190.040118396521	3	16	4	15	2	2	2	2	0	0	0	0	1.33333333333333	1
XCR1	NW_008794159.1	80918	82110	1192	1016	176	7	31	6.88976377952756	30.511811023622	0.133153024993168	0.640822906983918	3	4	1	1	2	4	1	1	0	1	0	0	0.333333333333333	0.5
XDH	NW_008796042.1	816923	869389	4252	4043	48423	21379	27452	5287.90502102399	6790.0074202325	102.195165459531	142.606818392625	12	36	4	26	6	48	7	11	0	0	1	1	0.333333333333333	1.16666666666667
XG	NW_008795487.1	4009992	4032466	702	702	21772	728	696	1037.03703703704	991.452991452992	20.0419960582308	20.8229458300239	3	39	7	47	3	13	7	42	0	0	0	0	2.33333333333333	2.33333333333333
XIAP	NW_008794951.1	2350547	2370902	7309	1532	18823	3710	3263	2421.67101827676	2129.8955613577	46.8017238239692	44.7330335175681	6	59	2	3	2	2	4	5	0	0	0	0	0.333333333333333	2
XIRP1	NW_008795026.1	446721	469449	8937	7694	15034	9492	31578	1233.68858851053	4104.23706784507	23.8425253341548	86.1990501557392	32	140	27	115	24	156	13	42	0	1	0	1	0.84375	0.541666666666667
XK	NW_008795695.1	16884015	16913843	1606	1519	28309	965	557	635.286372613562	366.688610928242	12.2776781552056	7.70136067737865	9	53	1	1	4	10	1	1	0	0	1	0	0.111111111111111	0.25
XKR4	NW_008794414.1	2537897	2622905	1176	1069	83939	509	167	476.145930776427	156.22076707203	9.20209647962938	3.28101947173347	6	23	0	0	4	26	0	0	0	0	0	0	0	0
XKR5	NW_008796220.1	1157839	1165138	2317	2317	4982	404	218	174.363400949504	94.0871817004747	3.36978378758219	1.97606170412316	9	33	7	20	2	5	4	17	0	0	0	0	0.777777777777778	2
XKR6	NW_008796220.1	373499	396260	1156	1147	21614	20	8	17.43679163034	6.97471665213601	0.3369871052262	0.146486165536049	3	8	0	0	1	1	0	0	0	0	0	0	0	0
XKR7	NW_008795687.1	714844	723816	1019	903	8069	135	60	149.501661129568	66.4451827242525	2.8893005708057	1.39551189260671	11	86	1	1	4	51	0	0	0	0	0	0	0.0909090909090909	0
XKR8	NW_008796077.1	555551	557464	1135	835	1078	735	321	880.239520958084	384.431137724551	17.0116942590073	8.07399727997324	8	59	5	11	2	6	1	2	0	0	0	0	0.625	0.5
XKR9	NW_008795135.1	84672	95983	1140	1140	10171	5	2	4.3859649122807	1.75438596491228	0.0847640810733447	0.0368464104977737	2	8	5	12	3	51	1	29	0	0	0	0	2.5	0.333333333333333
XKRX	NW_008795555.1	458134	463378	1507	1035	4209	2381	2357	2300.48309178744	2277.29468599034	44.4596204484295	47.8287768499072	7	122	2	3	3	49	0	0	0	0	0	0	0.285714285714286	0
XPC	NW_008795909.1	9579740	9593109	3944	2509	10860	1814	2425	722.997210043842	966.520526106018	13.9727962611745	20.2993028738731	11	75	5	21	3	8	9	20	0	0	0	1	0.454545454545455	3
XPNPEP1	NW_008795129.1	15363539	15397319	2387	1853	31927	4179	4317	2255.26173772261	2329.73556395035	43.5856630413685	48.9301639761288	4	30	3	3	3	51	2	4	0	0	0	0	0.75	0.666666666666667
XPNPEP2	NW_008795914.1	709523	716559	1954	1954	5082	1778	2338	909.92835209826	1196.51995905834	17.5854668586677	25.1298553807385	6	19	11	48	6	9	5	8	0	0	0	0	1.83333333333333	0.833333333333333
XPNPEP3	NW_008794445.1	3285342	3301746	4165	1476	14928	4268	4334	2891.59891598916	2936.31436314363	55.8836492878022	61.6698072936925	2	16	6	71	4	8	3	16	0	0	0	0	3	0.75
XPO1	NW_008795672.1	1975429	2021195	4126	3192	42574	6521	5186	2042.91979949875	1624.68671679198	39.4818980485201	34.1224080074026	4	14	0	0	7	46	0	0	0	0	0	0	0	0
XPO4	NW_008795303.1	976881	1032314	3835	3353	52080	868	578	258.872651356994	172.382940650164	5.00302734886347	3.6204647785853	3	16	1	1	4	8	1	1	1	0	0	0	0.333333333333333	0.25
